Family	###	Species	Form	Name	Unimplemented	Encounter	Sprited	Diff	Certified	ExObtain	NeedsPlace
unown	201	unown	11	Unown L		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	12	Unown M		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	13	Unown N		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	14	Unown O		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	15	Unown P		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	16	Unown Q		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	17	Unown R		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	18	Unown S		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	19	Unown T		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	20	Unown U		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	21	Unown V		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	22	Unown W		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	23	Unown X		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	24	Unown Y		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	25	Unown Z		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
unown	201	unown	26	Unown !			True	False	True	False	
unown	201	unown	27	Unown ?			True	False	True	False	
wobbuffet	360	wynaut	0	Wynaut		guildmaster_trail secret_garden	True	False	True	False	
wobbuffet	202	wobbuffet	0	Wobbuffet		guildmaster_trail moonlit_courtyard relic_tower secret_garden sleeping_caldera	True	False	True	False	
girafarig	203	girafarig	0	Girafarig		overgrown_wilds	True	False	True	False	
girafarig	981	farigiraf	0	Farigiraf	cud_chew armor_tail	EVOLVE	True	True	True	False	
pineco	204	pineco	0	Pineco		overgrown_wilds	True	False	True	False	
pineco	205	forretress	0	Forretress		snowbound_path	True	False	True	False	
dunsparce	206	dunsparce	0	Dunsparce		depleted_basin guildmaster_trail sickly_hollow	True	True	True	False	
dunsparce	982	dudunsparce	0	Dudunsparce	hyper_drill		False	False	False	False	
dunsparce	982	dudunsparce	1	Dudunsparce	hyper_drill		False	False	False	False	
gligar	207	gligar	0	Gligar		faultline_ridge secret_garden	True	False	True	False	
gligar	472	gliscor	0	Gliscor		secret_garden	True	True	True	False	
snubbull	209	snubbull	0	Snubbull		faded_trail secret_garden	True	False	True	False	
snubbull	210	granbull	0	Granbull		secret_garden	True	False	True	False	
qwilfish	211	qwilfish	0	Qwilfish			True	False	True	False	
qwilfish	211	qwilfish	1	Hisuian Qwilfish		castaway_cave	True	False	True	False	
qwilfish	904	overqwil	0	Overqwil		EVOLVE	True	False	True	False	
shuckle	213	shuckle	0	Shuckle		copper_quarry depleted_basin faultline_ridge guildmaster_trail overgrown_wilds secret_garden	True	False	True	False	
heracross	214	heracross	0	Heracross		overgrown_wilds	True	False	True	False	
heracross	214	heracross	1	Mega Heracross		TEMP	False	False	False	False	
sneasel	215	sneasel	0	Sneasel		guildmaster_trail secret_garden veiled_ridge	True	False	True	False	
sneasel	461	weavile	0	Weavile		guildmaster_trail secret_garden	True	True	True	False	
sneasel	215	sneasel	1	Hisuian Sneasel			True	False	True	False	
sneasel	903	sneasler	0	Sneasler	dire_claw		False	False	False	False	
teddiursa	216	teddiursa	0	Teddiursa		fertile_valley secret_garden	True	False	True	False	
teddiursa	217	ursaring	0	Ursaring		secret_garden	True	False	True	False	
teddiursa	901	ursaluna	0	Ursaluna	headlong_rush high_horsepower		True	True	False	False	
slugma	218	slugma	0	Slugma		guildmaster_trail lava_floe_island sleeping_caldera	True	False	True	False	
slugma	219	magcargo	0	Magcargo		guildmaster_trail	True	False	True	False	
swinub	220	swinub	0	Swinub		guildmaster_trail snowbound_path	True	False	True	False	
swinub	221	piloswine	0	Piloswine		guildmaster_trail snowbound_path	True	False	True	False	
swinub	473	mamoswine	0	Mamoswine		guildmaster_trail	True	False	True	False	
corsola	222	corsola	0	Corsola		castaway_cave	True	False	True	False	
corsola	222	corsola	1	Galarian Corsola	strength_sap		True	False	False	False	
corsola	864	cursola	0	Cursola	strength_sap		True	False	False	False	
remoraid	223	remoraid	0	Remoraid		lava_floe_island	True	False	True	False	
remoraid	224	octillery	0	Octillery		guildmaster_trail lava_floe_island	True	False	True	False	
delibird	225	delibird	0	Delibird		guildmaster_trail	True	True	True	False	
mantine	458	mantyke	0	Mantyke		castaway_cave	True	False	True	False	
mantine	226	mantine	0	Mantine		castaway_cave	True	False	True	False	
skarmory	227	skarmory	0	Skarmory		flyaway_cliffs secret_garden	True	False	True	False	
houndour	228	houndour	0	Houndour		guildmaster_trail trickster_woods	True	False	True	False	
houndour	229	houndoom	0	Houndoom		guildmaster_trail	True	False	True	False	
houndour	229	houndoom	1	Mega Houndoom		TEMP	True	False	True	False	
phanpy	231	phanpy	0	Phanpy		faultline_ridge guildmaster_trail	True	True	True	False	
phanpy	232	donphan	0	Donphan		guildmaster_trail	True	False	True	False	
stantler	234	stantler	0	Stantler		guildmaster_trail secret_garden snowbound_path thunderstruck_pass treacherous_mountain	True	False	True	False	
stantler	899	wyrdeer	0	Wyrdeer	psyshield_bash		False	False	False	False	
smeargle	235	smeargle	0	Smeargle		bramble_woods faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds snowbound_path trickster_woods tropical_path	True	False	True	False	
miltank	241	miltank	0	Miltank			True	False	True	False	
raikou	243	raikou	0	Raikou			True	False	True	False	
entei	244	entei	0	Entei			True	False	True	False	
suicune	245	suicune	0	Suicune			True	False	True	False	
larvitar	246	larvitar	0	Larvitar		guildmaster_trail	True	False	True	False	
larvitar	247	pupitar	0	Pupitar		guildmaster_trail	True	False	True	False	
larvitar	248	tyranitar	0	Tyranitar		guildmaster_trail	True	False	True	False	
larvitar	248	tyranitar	1	Mega Tyranitar		TEMP	False	False	False	False	
lugia	249	lugia	0	Lugia			True	False	True	False	
ho_oh	250	ho_oh	0	Ho-Oh			True	False	True	False	
celebi	251	celebi	0	Celebi			True	False	True	False	
treecko	252	treecko	0	Treecko			True	False	True	False	
treecko	253	grovyle	0	Grovyle		overgrown_wilds	True	False	True	False	
treecko	254	sceptile	0	Sceptile		EVOLVE	True	False	True	False	
treecko	254	sceptile	1	Mega Sceptile		TEMP	True	True	True	False	
torchic	255	torchic	0	Torchic			True	False	True	False	
torchic	256	combusken	0	Combusken			True	False	True	False	
torchic	257	blaziken	0	Blaziken			True	True	True	False	
torchic	257	blaziken	1	Mega Blaziken		TEMP	False	False	False	False	
mudkip	258	mudkip	0	Mudkip			True	False	True	False	
mudkip	259	marshtomp	0	Marshtomp			True	False	True	False	
mudkip	260	swampert	0	Swampert			True	False	True	False	
mudkip	260	swampert	1	Mega Swampert		TEMP	False	False	False	False	
poochyena	261	poochyena	0	Poochyena		fertile_valley guildmaster_trail trickster_woods	True	False	True	False	
poochyena	262	mightyena	0	Mightyena		guildmaster_trail veiled_ridge	True	False	True	False	
zigzagoon	263	zigzagoon	0	Zigzagoon			True	True	True	False	
zigzagoon	264	linoone	0	Linoone		copper_quarry	True	True	True	False	
zigzagoon	263	zigzagoon	1	Galarian Zigzagoon			True	True	True	False	
zigzagoon	264	linoone	1	Galarian Linoone			False	False	False	False	
zigzagoon	862	obstagoon	0	Obstagoon	obstruct		False	False	False	False	
wurmple	265	wurmple	0	Wurmple		guildmaster_trail	True	False	True	False	
wurmple	266	silcoon	0	Silcoon		guildmaster_trail	True	False	True	False	
wurmple	267	beautifly	0	Beautifly		guildmaster_trail	True	False	True	False	
wurmple	268	cascoon	0	Cascoon		guildmaster_trail	True	False	True	False	
wurmple	269	dustox	0	Dustox		guildmaster_trail	True	False	True	False	
lotad	270	lotad	0	Lotad		fertile_valley	True	True	True	False	
lotad	271	lombre	0	Lombre		EVOLVE	True	False	True	False	
lotad	272	ludicolo	0	Ludicolo		EVOLVE	True	False	True	False	
seedot	273	seedot	0	Seedot		overgrown_wilds secret_garden	True	False	True	False	
seedot	274	nuzleaf	0	Nuzleaf		secret_garden	True	False	True	False	
seedot	275	shiftry	0	Shiftry		secret_garden snowbound_path treacherous_mountain	True	False	True	False	
taillow	276	taillow	0	Taillow		overgrown_wilds	True	False	True	False	
taillow	277	swellow	0	Swellow		EVOLVE	True	False	True	False	
wingull	278	wingull	0	Wingull		flyaway_cliffs	True	False	True	False	
wingull	279	pelipper	0	Pelipper		secret_garden	True	False	True	False	
ralts	280	ralts	0	Ralts		guildmaster_trail moonlit_courtyard	True	False	True	False	
ralts	281	kirlia	0	Kirlia		guildmaster_trail moonlit_courtyard	True	False	True	False	
ralts	282	gardevoir	0	Gardevoir		guildmaster_trail	True	False	True	False	
ralts	282	gardevoir	1	Mega Gardevoir		TEMP	True	False	True	False	
ralts	475	gallade	0	Gallade		guildmaster_trail	True	False	True	False	
ralts	475	gallade	1	Mega Gallade		TEMP	True	False	True	False	
surskit	283	surskit	0	Surskit		fertile_valley	True	False	True	False	
surskit	284	masquerain	0	Masquerain		veiled_ridge	True	False	True	False	
shroomish	285	shroomish	0	Shroomish		bramble_woods fertile_valley	True	False	True	False	
shroomish	286	breloom	0	Breloom		EVOLVE	True	False	True	False	
slakoth	287	slakoth	0	Slakoth		guildmaster_trail	True	False	True	False	
slakoth	288	vigoroth	0	Vigoroth		depleted_basin guildmaster_trail snowbound_path	True	False	True	False	
slakoth	289	slaking	0	Slaking		guildmaster_trail snowbound_path	True	False	True	False	
nincada	290	nincada	0	Nincada		guildmaster_trail	True	False	True	False	
nincada	291	ninjask	0	Ninjask		guildmaster_trail	True	False	True	False	
shedinja	290	nincada	0	Nincada		guildmaster_trail	True	False	True	False	
shedinja	291	ninjask	0	Ninjask		guildmaster_trail	True	False	True	False	
whismur	293	whismur	0	Whismur			True	False	True	False	
whismur	294	loudred	0	Loudred		thunderstruck_pass	True	False	True	False	
whismur	295	exploud	0	Exploud		EVOLVE	True	False	True	False	
makuhita	296	makuhita	0	Makuhita		castaway_cave faultline_ridge guildmaster_trail	True	False	True	False	
makuhita	297	hariyama	0	Hariyama		guildmaster_trail sleeping_caldera thunderstruck_pass	True	False	True	False	
nosepass	299	nosepass	0	Nosepass		copper_quarry faultline_ridge guildmaster_trail	True	False	True	False	
nosepass	476	probopass	0	Probopass		copper_quarry guildmaster_trail	True	False	True	False	
skitty	300	skitty	0	Skitty		secret_garden	True	False	True	False	
skitty	301	delcatty	0	Delcatty		secret_garden	True	False	True	False	
sableye	302	sableye	0	Sableye		secret_garden veiled_ridge	True	False	True	False	
sableye	302	sableye	1	Mega Sableye		TEMP	True	True	True	False	
mawile	303	mawile	0	Mawile		copper_quarry guildmaster_trail	True	False	True	False	
mawile	303	mawile	1	Mega Mawile		TEMP	False	False	False	False	
aron	304	aron	0	Aron		copper_quarry	True	False	True	False	
aron	305	lairon	0	Lairon		copper_quarry	True	False	True	False	
aron	306	aggron	0	Aggron		EVOLVE	True	False	True	False	
aron	306	aggron	1	Mega Aggron		TEMP	False	False	False	False	
meditite	307	meditite	0	Meditite		relic_tower	True	False	True	False	
meditite	308	medicham	0	Medicham		EVOLVE	True	False	True	False	
meditite	308	medicham	1	Mega Medicham		TEMP	False	False	False	False	
electrike	309	electrike	0	Electrike		secret_garden	True	False	True	False	
electrike	310	manectric	0	Manectric		secret_garden	True	False	True	False	
electrike	310	manectric	1	Mega Manectric		TEMP	False	False	False	False	
plusle	311	plusle	0	Plusle		flyaway_cliffs secret_garden thunderstruck_pass	True	False	True	False	
minun	312	minun	0	Minun		flyaway_cliffs secret_garden thunderstruck_pass	True	False	True	False	
volbeat	313	volbeat	0	Volbeat		moonlit_courtyard	True	True	True	False	
illumise	314	illumise	0	Illumise		moonlit_courtyard	True	True	True	False	
roselia	406	budew	0	Budew		bramble_woods guildmaster_trail	True	False	True	False	
roselia	315	roselia	0	Roselia		bramble_woods guildmaster_trail moonlit_courtyard sickly_hollow	True	False	True	False	
roselia	407	roserade	0	Roserade		guildmaster_trail sickly_hollow	True	True	True	False	
gulpin	316	gulpin	0	Gulpin		fertile_valley guildmaster_trail	True	False	True	False	
gulpin	317	swalot	0	Swalot		guildmaster_trail	True	False	True	False	
carvanha	318	carvanha	0	Carvanha		castaway_cave	True	False	True	False	
carvanha	319	sharpedo	0	Sharpedo		EVOLVE	True	False	True	False	
carvanha	319	sharpedo	1	Mega Sharpedo		TEMP	False	False	False	False	
wailmer	320	wailmer	0	Wailmer		castaway_cave	True	False	True	False	
wailmer	321	wailord	0	Wailord		EVOLVE	True	False	True	False	
numel	322	numel	0	Numel		guildmaster_trail lava_floe_island sleeping_caldera	True	True	True	False	
numel	323	camerupt	0	Camerupt		guildmaster_trail lava_floe_island sleeping_caldera	True	False	True	False	
numel	323	camerupt	1	Mega Camerupt		TEMP	True	True	True	False	
torkoal	324	torkoal	0	Torkoal		forsaken_desert	True	False	True	False	
spoink	325	spoink	0	Spoink		secret_garden	True	False	True	False	
spoink	326	grumpig	0	Grumpig		secret_garden veiled_ridge	True	False	True	False	
spinda	327	spinda	0	Spinda		flyaway_cliffs secret_garden	True	False	True	False	
trapinch	328	trapinch	0	Trapinch		forsaken_desert guildmaster_trail	True	False	True	False	
trapinch	329	vibrava	0	Vibrava		guildmaster_trail	True	False	True	False	
trapinch	330	flygon	0	Flygon		guildmaster_trail	True	True	True	False	
cacnea	331	cacnea	0	Cacnea		forsaken_desert	True	False	True	False	
cacnea	332	cacturne	0	Cacturne	spiky_shield	EVOLVE	True	False	True	False	
swablu	333	swablu	0	Swablu		faded_trail secret_garden	True	False	True	False	
swablu	334	altaria	0	Altaria		secret_garden snowbound_path	True	False	True	False	
swablu	334	altaria	1	Mega Altaria		TEMP	False	False	False	False	
zangoose	335	zangoose	0	Zangoose		depleted_basin	True	False	True	False	
seviper	336	seviper	0	Seviper		sickly_hollow	True	False	True	False	
lunatone	337	lunatone	0	Lunatone		moonlit_courtyard secret_garden	True	False	True	False	
solrock	338	solrock	0	Solrock		relic_tower secret_garden	True	False	True	False	
barboach	339	barboach	0	Barboach		sleeping_caldera	True	False	True	False	
barboach	340	whiscash	0	Whiscash		sleeping_caldera	True	False	True	False	
corphish	341	corphish	0	Corphish		castaway_cave fertile_valley	True	True	True	False	
corphish	342	crawdaunt	0	Crawdaunt		EVOLVE	True	False	True	False	
baltoy	343	baltoy	0	Baltoy		forsaken_desert guildmaster_trail relic_tower	True	False	True	False	
baltoy	344	claydol	0	Claydol		guildmaster_trail relic_tower	True	False	True	False	
lileep	345	lileep	0	Lileep			True	False	True	False	
lileep	346	cradily	0	Cradily		secret_garden	True	False	True	False	
anorith	347	anorith	0	Anorith			True	False	True	False	
anorith	348	armaldo	0	Armaldo		secret_garden	True	True	True	False	
feebas	349	feebas	0	Feebas			True	False	True	False	
feebas	350	milotic	0	Milotic			True	False	True	False	
castform	351	castform	0	Castform		lava_floe_island	True	False	True	False	
castform	351	castform	1	Sunny Castform		TEMP	True	False	True	False	
castform	351	castform	2	Rainy Castform		TEMP	True	False	True	False	
castform	351	castform	3	Snowy Castform		TEMP	True	False	True	False	
kecleon	352	kecleon	0	Kecleon		copper_quarry guildmaster_trail secret_garden sickly_hollow snowbound_path thunderstruck_pass	True	False	True	False	
shuppet	353	shuppet	0	Shuppet		depleted_basin guildmaster_trail relic_tower	True	False	True	False	
shuppet	354	banette	0	Banette		guildmaster_trail relic_tower	True	False	True	False	
shuppet	354	banette	1	Mega Banette		TEMP	True	False	True	False	
duskull	355	duskull	0	Duskull		overgrown_wilds sickly_hollow	True	True	True	False	
duskull	356	dusclops	0	Dusclops		EVOLVE	True	False	True	False	
duskull	477	dusknoir	0	Dusknoir		EVOLVE	True	False	True	False	
tropius	357	tropius	0	Tropius		overgrown_wilds secret_garden	True	False	True	False	
chimecho	433	chingling	0	Chingling		guildmaster_trail	True	False	True	False	
chimecho	358	chimecho	0	Chimecho		guildmaster_trail	True	False	True	False	
absol	359	absol	0	Absol		depleted_basin guildmaster_trail veiled_ridge	True	False	True	False	
absol	359	absol	1	Mega Absol		TEMP	True	True	True	False	
snorunt	361	snorunt	0	Snorunt		guildmaster_trail snowbound_path	True	False	True	False	
snorunt	362	glalie	0	Glalie		EVOLVE	True	False	True	False	
snorunt	362	glalie	1	Mega Glalie		TEMP	False	False	False	False	
snorunt	478	froslass	0	Froslass		guildmaster_trail	True	False	True	False	
spheal	363	spheal	0	Spheal		lava_floe_island	True	False	True	False	
spheal	364	sealeo	0	Sealeo		EVOLVE	True	True	True	False	
spheal	365	walrein	0	Walrein		EVOLVE	True	False	True	False	
clamperl	366	clamperl	0	Clamperl		castaway_cave	True	False	True	False	
clamperl	367	huntail	0	Huntail		castaway_cave	True	False	True	False	
clamperl	368	gorebyss	0	Gorebyss		castaway_cave	True	False	True	False	
relicanth	369	relicanth	0	Relicanth			True	False	True	False	
luvdisc	370	luvdisc	0	Luvdisc			True	False	True	False	
bagon	371	bagon	0	Bagon		guildmaster_trail	True	False	True	False	
bagon	372	shelgon	0	Shelgon		guildmaster_trail	True	False	True	False	
bagon	373	salamence	0	Salamence		guildmaster_trail	True	True	True	False	
bagon	373	salamence	1	Mega Salamence		TEMP	False	False	False	False	
beldum	374	beldum	0	Beldum		copper_quarry	True	False	True	False	
beldum	375	metang	0	Metang		EVOLVE	True	False	True	False	
beldum	376	metagross	0	Metagross		EVOLVE	True	False	True	False	
beldum	376	metagross	1	Mega Metagross		TEMP	False	False	False	False	
regirock	377	regirock	0	Regirock			True	False	True	False	
regice	378	regice	0	Regice			True	False	True	False	
registeel	379	registeel	0	Registeel			True	False	True	False	
latias	380	latias	0	Latias			True	False	True	False	
latias	380	latias	1	Mega Latias		TEMP	False	False	False	False	
latios	381	latios	0	Latios			True	False	True	False	
latios	381	latios	1	Mega Latios		TEMP	False	False	False	False	
kyogre	382	kyogre	0	Kyogre	origin_pulse		True	False	True	False	
kyogre	382	kyogre	1	Primal Kyogre	origin_pulse	TEMP	True	False	True	False	
groudon	383	groudon	0	Groudon	precipice_blades		True	False	True	False	
groudon	383	groudon	1	Primal Groudon	precipice_blades	TEMP	True	True	True	False	
rayquaza	384	rayquaza	0	Rayquaza			True	False	True	False	
rayquaza	384	rayquaza	1	Mega Rayquaza		TEMP	True	False	True	False	
jirachi	385	jirachi	0	Jirachi			True	False	True	False	
deoxys	386	deoxys	0	Normal Deoxys			True	True	True	False	
deoxys	386	deoxys	1	Attack Deoxys			True	True	True	False	
deoxys	386	deoxys	2	Defense Deoxys			True	True	True	False	
deoxys	386	deoxys	3	Speed Deoxys			True	True	True	False	
turtwig	387	turtwig	0	Turtwig		secret_garden	True	False	True	False	
turtwig	388	grotle	0	Grotle		EVOLVE	True	False	True	False	
turtwig	389	torterra	0	Torterra		secret_garden	True	False	True	False	
chimchar	390	chimchar	0	Chimchar		secret_garden	True	False	True	False	
chimchar	391	monferno	0	Monferno		secret_garden	True	False	True	False	
chimchar	392	infernape	0	Infernape		secret_garden	True	False	True	False	
piplup	393	piplup	0	Piplup		secret_garden	True	False	True	False	
piplup	394	prinplup	0	Prinplup		EVOLVE	True	False	True	False	
piplup	395	empoleon	0	Empoleon		secret_garden	True	False	True	False	
starly	396	starly	0	Starly		faded_trail secret_garden tropical_path	True	False	True	False	
starly	397	staravia	0	Staravia		depleted_basin flyaway_cliffs secret_garden	True	False	True	False	
starly	398	staraptor	0	Staraptor		secret_garden	True	False	True	False	
bidoof	399	bidoof	0	Bidoof		trickster_woods	True	False	True	False	
bidoof	400	bibarel	0	Bibarel		EVOLVE	True	False	True	False	
kricketot	401	kricketot	0	Kricketot		faded_trail	True	False	True	False	
kricketot	402	kricketune	0	Kricketune		EVOLVE	True	False	True	False	
shinx	403	shinx	0	Shinx		faded_trail guildmaster_trail	True	False	True	False	
shinx	404	luxio	0	Luxio		guildmaster_trail trickster_woods	True	False	True	False	
shinx	405	luxray	0	Luxray		guildmaster_trail snowbound_path	True	False	True	False	
cranidos	408	cranidos	0	Cranidos		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
cranidos	409	rampardos	0	Rampardos		EVOLVE	True	False	True	False	
shieldon	410	shieldon	0	Shieldon		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
shieldon	411	bastiodon	0	Bastiodon		EVOLVE	True	False	True	False	
burmy	412	burmy	0	Plant Burmy		secret_garden	True	False	True	False	
burmy	413	wormadam	0	Plant Wormadam		secret_garden	True	False	True	False	
burmy	414	mothim	0	Mothim		secret_garden	True	False	True	False	
burmy	412	burmy	1	Sandy Burmy		secret_garden	True	False	True	False	
burmy	413	wormadam	1	Sandy Wormadam		secret_garden	True	False	True	False	
burmy	412	burmy	2	Trash Burmy		secret_garden	True	False	True	False	
burmy	413	wormadam	2	Trash Wormadam		secret_garden	True	False	True	False	
combee	415	combee	0	Combee		trickster_woods	True	False	True	False	
combee	416	vespiquen	0	Vespiquen		EVOLVE	True	False	True	False	
pachirisu	417	pachirisu	0	Pachirisu		guildmaster_trail	True	False	True	False	
buizel	418	buizel	0	Buizel		trickster_woods	True	False	True	False	
buizel	419	floatzel	0	Floatzel		EVOLVE	True	False	True	False	
cherubi	420	cherubi	0	Cherubi		guildmaster_trail overgrown_wilds	True	False	True	False	
cherubi	421	cherrim	0	Overcast Cherrim		guildmaster_trail	True	False	True	False	
cherubi	421	cherrim	1	Sunshine Cherrim		TEMP	True	False	True	False	
shellos	422	shellos	0	West Shellos		lava_floe_island	True	False	True	False	
shellos	423	gastrodon	0	West Gastrodon		lava_floe_island	True	False	True	False	
shellos	422	shellos	1	East Shellos		castaway_cave	True	False	True	False	
shellos	423	gastrodon	1	East Gastrodon		EVOLVE	True	False	True	False	
drifloon	425	drifloon	0	Drifloon		lava_floe_island secret_garden	True	False	True	False	
drifloon	426	drifblim	0	Drifblim		lava_floe_island secret_garden treacherous_mountain	True	False	True	False	
buneary	427	buneary	0	Buneary		guildmaster_trail	True	False	True	False	
buneary	428	lopunny	0	Lopunny		guildmaster_trail	True	False	True	False	
buneary	428	lopunny	1	Mega Lopunny		TEMP	True	False	True	False	
glameow	431	glameow	0	Glameow		moonlit_courtyard	True	False	True	False	
glameow	432	purugly	0	Purugly		EVOLVE	True	False	True	False	
stunky	434	stunky	0	Stunky		sleeping_caldera	True	False	True	False	
stunky	435	skuntank	0	Skuntank		EVOLVE	True	False	True	False	
bronzor	436	bronzor	0	Bronzor		castaway_cave guildmaster_trail	True	False	True	False	
bronzor	437	bronzong	0	Bronzong		guildmaster_trail relic_tower	True	False	True	False	
chatot	441	chatot	0	Chatot		flyaway_cliffs guildmaster_trail	True	False	True	False	
spiritomb	442	spiritomb	0	Spiritomb		guildmaster_trail	True	False	True	False	
gible	443	gible	0	Gible		forsaken_desert	True	False	True	False	
gible	444	gabite	0	Gabite		EVOLVE	True	False	True	False	
gible	445	garchomp	0	Garchomp		EVOLVE	True	False	True	False	
gible	445	garchomp	1	Mega Garchomp		TEMP	False	False	False	False	
riolu	447	riolu	0	Riolu		faultline_ridge guildmaster_trail	True	False	True	False	
riolu	448	lucario	0	Lucario		guildmaster_trail	True	False	True	False	
riolu	448	lucario	1	Mega Lucario		TEMP	False	False	False	False	
hippopotas	449	hippopotas	0	Hippopotas		forsaken_desert	True	False	True	False	
hippopotas	450	hippowdon	0	Hippowdon		EVOLVE	True	False	True	False	
skorupi	451	skorupi	0	Skorupi		forsaken_desert	True	False	True	False	
skorupi	452	drapion	0	Drapion		guildmaster_trail secret_garden treacherous_mountain	True	False	True	False	
croagunk	453	croagunk	0	Croagunk		sickly_hollow sleeping_caldera	True	False	True	False	
croagunk	454	toxicroak	0	Toxicroak		sickly_hollow	True	False	True	False	
carnivine	455	carnivine	0	Carnivine		guildmaster_trail	True	False	True	False	
finneon	456	finneon	0	Finneon		guildmaster_trail lava_floe_island	True	False	True	False	
finneon	457	lumineon	0	Lumineon		guildmaster_trail sickly_hollow	True	False	True	False	
snover	459	snover	0	Snover		snowbound_path	True	False	True	False	
snover	460	abomasnow	0	Abomasnow		snowbound_path	True	False	True	False	
snover	460	abomasnow	1	Mega Abomasnow		TEMP	False	False	False	False	
rotom	479	rotom	0	Rotom		guildmaster_trail thunderstruck_pass treacherous_mountain	True	False	True	False	
rotom	479	rotom	1	Heat Rotom			False	False	False	False	
rotom	479	rotom	2	Wash Rotom			False	False	False	False	
rotom	479	rotom	3	Frost Rotom			False	False	False	False	
